status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
171955186207193_1043822799020423,b'What happens after the end of the world? Find out on September 27th in a new series on Syfy',,video,b'https://www.facebook.com/Intelvision/videos/1043822799020423/',b'https://www.facebook.com/Intelvision/videos/1043822799020423/',2016-09-01 06:04:45,39,2,3,38,1,0,0,0,0
171955186207193_1043045695764800,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1043045695764800/?type=3',b'https://www.facebook.com/Intelvision/posts/1043045695764800:0',2016-08-31 06:54:46,90,3,3,88,2,0,0,0,0
171955186207193_1042148835854486,b'Live WWE Late Night Smackdown on INTV SPORTS 5. Wed 31st August 04:00AM',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1042148835854486/?type=3',b'https://www.facebook.com/Intelvision/posts/1042148835854486:0',2016-08-30 02:37:15,32,2,1,32,0,0,0,0,0
171955186207193_1041643789238324,b'The Universal Title is up for grabs on Monday Night Raw - with four men in contention to win it. LIVE Tuesday 30th 04:00am on INTV SPORTS 5.',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1041643789238324/?type=3',b'https://www.facebook.com/Intelvision/posts/1041643789238324:0',2016-08-29 09:30:40,49,0,0,49,0,0,0,0,0
171955186207193_1041631032572933,"b""There's just two days to go until Deadline Day... \nWhat do the Premier League title contenders need before the transfer deadline?""",b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1041631032572933/?type=3',b'https://www.facebook.com/Intelvision/posts/1041631032572933:0',2016-08-29 09:10:47,55,2,0,53,1,0,1,0,0
171955186207193_1041603122575724,"b""The Night of has taken the U.S. by storm and it's coming here next. You won't be talking about anything else.\nStarts Thursday 1st September midnight on Sky Atlantic""",,video,b'https://www.facebook.com/Intelvision/videos/1041603122575724/',b'https://www.facebook.com/Intelvision/videos/1041603122575724/',2016-08-29 08:31:26,7,0,0,7,0,0,0,0,0
171955186207193_1041530555916314,"b'Dear Customers,\nThe P.U.C has advised that there will be a power cut on the 30th of August from 9am to 3:30pm. Affected ares in the south will be \nPort Glaud, Grand Anse Mahe, Anse Boileau, Baie lazare, Takamaka,Anse Royale & Au Cap. Central region: Foret Noire, Hermitage, Sans Souci & Morne Blanc.'",,status,,b'https://www.facebook.com/Intelvision/posts/1041530555916314',2016-08-29 06:24:07,15,0,0,15,0,0,0,0,0
171955186207193_1041460212590015,"b'Hello WWE fans, With two Pay-per view events coming-up in September we would like you to let us know which one you would prefer to watch live. Will it be Backlash of Smackdown or Clash of Champions of RAW? The choice is yours...'",b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1041460212590015/?type=3',b'https://www.facebook.com/Intelvision/posts/1041460212590015:0',2016-08-29 04:23:46,20,15,0,19,0,0,0,1,0
171955186207193_1041418302594206,"b'Dear Customers,\nPlease be advise that Due to Maintenance work being carried out at Ma Joie & La Retraite on August 30th  the following areas will experience intermittent service outages during the hours of 5am to 8am. Affected areas are  Anse Etoile | Maldive lower & upper | La Gogue | La Retaite | North East Point & Praslin. We apologise for any inconvenience & thank you for continued support.'",,status,,b'https://www.facebook.com/Intelvision/posts/1041418302594206',2016-08-29 02:36:03,10,1,0,10,0,0,0,0,0
171955186207193_1039362252799811,b'Live On Special Events 4',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1039362252799811/?type=3',b'https://www.facebook.com/Intelvision/posts/1039362252799811:0',2016-08-26 07:43:05,111,2,0,111,0,0,0,0,0
171955186207193_1039362076133162,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1039362076133162/?type=3',b'https://www.facebook.com/Intelvision/posts/1039362076133162:0',2016-08-26 07:42:41,24,1,0,23,1,0,0,0,0
171955186207193_1039361839466519,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1039361839466519/?type=3',b'https://www.facebook.com/Intelvision/posts/1039361839466519:0',2016-08-26 07:41:59,11,0,0,11,0,0,0,0,0
